[*] Looking for NRF container process...
    pid=146207
    exe=/proc/146207/exe
    cgroup_id=25914

[*] Attaching uprobes...
  [uprobe] nrf_nf_register               github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFRegisterProcedure
  [uprobe] nrf_nf_deregister             github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFDeregisterProcedure
  [uprobe] nrf_get_nf_inst               github.com/free5gc/nrf/internal/sbi/processor.(*Processor).GetNFInstanceProcedure
  [uprobe] nrf_get_nf_inst_list          github.com/free5gc/nrf/internal/sbi/processor.(*Processor).GetNFInstancesProcedure
  [uprobe] nrf_update_nf_inst            github.com/free5gc/nrf/internal/sbi/processor.(*Processor).UpdateNFInstanceProcedure
  [uprobe] nrf_create_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).CreateSubscriptionProcedure
  [uprobe] nrf_remove_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).RemoveSubscriptionProcedure
  [uprobe] nrf_update_sub                github.com/free5gc/nrf/internal/sbi/processor.(*Processor).UpdateSubscriptionProcedure
  [uprobe] nrf_access_token              github.com/free5gc/nrf/internal/sbi/processor.(*Processor).AccessTokenProcedure
  [uprobe] nrf_nf_discovery              github.com/free5gc/nrf/internal/sbi/processor.(*Processor).NFDiscoveryProcedure
[*] Attaching tracepoints...
  [tp]     syscalls/sys_enter_connect
  [tp]     syscalls/sys_exit_connect
  [tp]     syscalls/sys_enter_accept4
  [tp]     syscalls/sys_exit_accept4
  [tp]     syscalls/sys_enter_write
  [tp]     syscalls/sys_exit_read

[*] Tracing NRF (pid=146207). Ctrl+C to stop.

TIMESTAMP               NF    EVENT      DETAIL
──────────────────────  ────  ─────────  ────────────────────────────────
[03:57:53.492348] NRF   READ     2464   bytes  pid=146207
[03:57:53.493611] NRF   READ     1302   bytes  pid=146207
[03:57:53.493777] NRF   WRITE    291    bytes  pid=146207
[03:57:53.494038] NRF   WRITE    157    bytes  pid=146207
[03:57:53.494384] NRF   READ     4      bytes  pid=146207
[03:57:53.494394] NRF   READ     730    bytes  pid=146207
[03:57:53.497148] NRF   WRITE    112    bytes  pid=146207
[03:57:53.497465] NRF   WRITE    62     bytes  pid=146207
[03:57:53.497567] NRF   WRITE    8      bytes  pid=146207
[03:57:53.497585] NRF   WRITE    621    bytes  pid=146207
[03:57:53.498019] NRF   READ     8      bytes  pid=146207
[03:57:53.499133] NRF   WRITE    17     bytes  pid=146207
[03:57:53.505473] NRF   ACCEPT   ← 10.100.200.11:57594     pid=146207  fd=47
[03:57:53.505583] NRF   READ     70     bytes  pid=146207
[03:57:53.505693] NRF   WRITE    39     bytes  pid=146207
[03:57:53.505752] NRF   WRITE    22     bytes  pid=146207
[03:57:53.505823] NRF   READ     9      bytes  pid=146207
[03:57:53.505840] NRF   READ     119    bytes  pid=146207
[03:57:53.505936] NRF   READ     9      bytes  pid=146207
[03:57:53.505942] NRF   READ     121    bytes  pid=146207
[03:57:53.505981] NRF   READ     9      bytes  pid=146207
[03:57:53.505986] NRF   WRITE    85     bytes  pid=146207
[03:57:53.506102] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.506216] NRF   WRITE    196    bytes  pid=146207
[03:57:53.506600] NRF   READ     4      bytes  pid=146207
[03:57:53.506611] NRF   READ     2464   bytes  pid=146207
[03:57:53.509638] NRF   READ     1302   bytes  pid=146207
[03:57:53.509748] NRF   WRITE    291    bytes  pid=146207
[03:57:53.509813] NRF   WRITE    157    bytes  pid=146207
[03:57:53.510223] NRF   READ     4      bytes  pid=146207
[03:57:53.510237] NRF   READ     730    bytes  pid=146207
[03:57:53.513145] NRF   WRITE    112    bytes  pid=146207
[03:57:53.513271] NRF   WRITE    62     bytes  pid=146207
[03:57:53.513359] NRF   WRITE    8      bytes  pid=146207
[03:57:53.513377] NRF   WRITE    621    bytes  pid=146207
[03:57:53.513415] NRF   READ     8      bytes  pid=146207
[03:57:53.514741] NRF   WRITE    17     bytes  pid=146207
[03:57:53.517654] NRF   ACCEPT   ← 10.100.200.11:57596     pid=146207  fd=48
[03:57:53.517752] NRF   READ     70     bytes  pid=146207
[03:57:53.517869] NRF   WRITE    8      bytes  pid=146207
[03:57:53.517882] NRF   READ     8      bytes  pid=146207
[03:57:53.517896] NRF   READ     9      bytes  pid=146207
[03:57:53.517901] NRF   WRITE    39     bytes  pid=146207
[03:57:53.517901] NRF   READ     119    bytes  pid=146207
[03:57:53.517944] NRF   WRITE    22     bytes  pid=146207
[03:57:53.518098] NRF   READ     9      bytes  pid=146207
[03:57:53.518110] NRF   READ     121    bytes  pid=146207
[03:57:53.518157] NRF   WRITE    85     bytes  pid=146207
[03:57:53.518418] NRF   READ     9      bytes  pid=146207
[03:57:53.518473] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.518627] NRF   WRITE    196    bytes  pid=146207
[03:57:53.518940] NRF   READ     4      bytes  pid=146207
[03:57:53.519534] NRF   READ     2464   bytes  pid=146207
[03:57:53.520588] NRF   READ     1302   bytes  pid=146207
[03:57:53.520679] NRF   WRITE    291    bytes  pid=146207
[03:57:53.520739] NRF   WRITE    157    bytes  pid=146207
[03:57:53.521082] NRF   READ     4      bytes  pid=146207
[03:57:53.521094] NRF   READ     730    bytes  pid=146207
[03:57:53.523659] NRF   WRITE    112    bytes  pid=146207
[03:57:53.523725] NRF   WRITE    62     bytes  pid=146207
[03:57:53.523814] NRF   WRITE    8      bytes  pid=146207
[03:57:53.523831] NRF   WRITE    621    bytes  pid=146207
[03:57:53.523840] NRF   READ     8      bytes  pid=146207
[03:57:53.524934] NRF   WRITE    17     bytes  pid=146207
[03:57:53.526793] NRF   ACCEPT   ← 10.100.200.6:45848      pid=146207  fd=49
[03:57:53.526937] NRF   READ     70     bytes  pid=146207
[03:57:53.527295] NRF   WRITE    8      bytes  pid=146207
[03:57:53.527324] NRF   READ     9      bytes  pid=146207
[03:57:53.527329] NRF   READ     119    bytes  pid=146207
[03:57:53.527352] NRF   WRITE    39     bytes  pid=146207
[03:57:53.527380] NRF   READ     8      bytes  pid=146207
[03:57:53.527434] NRF   WRITE    85     bytes  pid=146207
[03:57:53.527513] NRF   READ     9      bytes  pid=146207
[03:57:53.527543] NRF   READ     123    bytes  pid=146207
[03:57:53.527574] NRF   WRITE    22     bytes  pid=146207
[03:57:53.527608] NRF   READ     9      bytes  pid=146207
[03:57:53.527662] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.528167] NRF   WRITE    196    bytes  pid=146207
[03:57:53.528520] NRF   READ     4      bytes  pid=146207
[03:57:53.528536] NRF   READ     2007   bytes  pid=146207
[03:57:53.530174] NRF   READ     1302   bytes  pid=146207
[03:57:53.530276] NRF   WRITE    291    bytes  pid=146207
[03:57:53.533053] NRF   WRITE    112    bytes  pid=146207
[03:57:53.533204] NRF   WRITE    63     bytes  pid=146207
[03:57:53.533288] NRF   WRITE    8      bytes  pid=146207
[03:57:53.533548] NRF   READ     8      bytes  pid=146207
[03:57:53.533597] NRF   WRITE    626    bytes  pid=146207
[03:57:53.535231] NRF   READ     9      bytes  pid=146207
[03:57:53.535252] NRF   READ     517    bytes  pid=146207
[03:57:53.535377] NRF   READ     1237   bytes  pid=146207
[03:57:53.535586] NRF   WRITE    84     bytes  pid=146207
[03:57:53.535604] NRF   API      NFDiscovery               pid=146207 tid=146207
[03:57:53.535708] NRF   WRITE    236    bytes  pid=146207
[03:57:53.536155] NRF   READ     4      bytes  pid=146207
[03:57:53.536165] NRF   READ     102    bytes  pid=146207
[03:57:53.536250] NRF   WRITE    166    bytes  pid=146207
[03:57:53.536311] NRF   WRITE    16     bytes  pid=146207
[03:57:53.536374] NRF   WRITE    50     bytes  pid=146207
[03:57:53.542418] NRF   WRITE    17     bytes  pid=146207
[03:57:53.553162] NRF   ACCEPT   ← 10.100.200.16:53748     pid=146207  fd=50
[03:57:53.553809] NRF   READ     70     bytes  pid=146207
[03:57:53.553946] NRF   WRITE    8      bytes  pid=146207
[03:57:53.553980] NRF   WRITE    39     bytes  pid=146207
[03:57:53.553983] NRF   READ     8      bytes  pid=146207
[03:57:53.554135] NRF   WRITE    22     bytes  pid=146207
[03:57:53.554248] NRF   READ     9      bytes  pid=146207
[03:57:53.554259] NRF   READ     119    bytes  pid=146207
[03:57:53.554348] NRF   READ     9      bytes  pid=146207
[03:57:53.554389] NRF   READ     132    bytes  pid=146207
[03:57:53.554420] NRF   WRITE    85     bytes  pid=146207
[03:57:53.554566] NRF   API      AccessToken               pid=146207 tid=146511
[03:57:53.554772] NRF   WRITE    196    bytes  pid=146207
[03:57:53.554838] NRF   READ     9      bytes  pid=146207
[03:57:53.555437] NRF   READ     4      bytes  pid=146207
[03:57:53.555483] NRF   READ     2418   bytes  pid=146207
[03:57:53.556668] NRF   READ     1302   bytes  pid=146207
[03:57:53.556763] NRF   WRITE    291    bytes  pid=146207
[03:57:53.556987] NRF   WRITE    158    bytes  pid=146207
[03:57:53.557402] NRF   READ     4      bytes  pid=146207
[03:57:53.557412] NRF   READ     1019   bytes  pid=146207
[03:57:53.560755] NRF   WRITE    112    bytes  pid=146207
[03:57:53.560886] NRF   WRITE    63     bytes  pid=146207
[03:57:53.560963] NRF   WRITE    8      bytes  pid=146207
[03:57:53.561057] NRF   READ     8      bytes  pid=146207
[03:57:53.561352] NRF   WRITE    644    bytes  pid=146207
[03:57:53.562423] NRF   WRITE    17     bytes  pid=146207
[03:57:53.565153] NRF   ACCEPT   ← 10.100.200.6:45854      pid=146207  fd=51
[03:57:53.565426] NRF   WRITE    8      bytes  pid=146207
[03:57:53.565495] NRF   READ     8      bytes  pid=146207
[03:57:53.565729] NRF   READ     70     bytes  pid=146207
[03:57:53.566078] NRF   READ     9      bytes  pid=146207
[03:57:53.566088] NRF   READ     119    bytes  pid=146207
[03:57:53.566127] NRF   READ     9      bytes  pid=146207
[03:57:53.566130] NRF   READ     123    bytes  pid=146207
[03:57:53.566142] NRF   WRITE    39     bytes  pid=146207
[03:57:53.566309] NRF   WRITE    22     bytes  pid=146207
[03:57:53.566405] NRF   READ     9      bytes  pid=146207
[03:57:53.566479] NRF   WRITE    85     bytes  pid=146207
[03:57:53.566593] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.566767] NRF   WRITE    196    bytes  pid=146207
[03:57:53.567267] NRF   READ     4      bytes  pid=146207
[03:57:53.567282] NRF   READ     2007   bytes  pid=146207
[03:57:53.568487] NRF   READ     1302   bytes  pid=146207
[03:57:53.568593] NRF   WRITE    291    bytes  pid=146207
[03:57:53.568720] NRF   WRITE    157    bytes  pid=146207
[03:57:53.569221] NRF   READ     4      bytes  pid=146207
[03:57:53.569240] NRF   READ     2418   bytes  pid=146207
[03:57:53.571644] NRF   ACCEPT   ← 10.100.200.16:53750     pid=146207  fd=52
[03:57:53.571949] NRF   READ     70     bytes  pid=146207
[03:57:53.572142] NRF   WRITE    8      bytes  pid=146207
[03:57:53.572168] NRF   READ     8      bytes  pid=146207
[03:57:53.572232] NRF   WRITE    39     bytes  pid=146207
[03:57:53.572301] NRF   WRITE    22     bytes  pid=146207
[03:57:53.572579] NRF   READ     9      bytes  pid=146207
[03:57:53.572606] NRF   READ     119    bytes  pid=146207
[03:57:53.572736] NRF   WRITE    85     bytes  pid=146207
[03:57:53.573313] NRF   READ     9      bytes  pid=146207
[03:57:53.573368] NRF   READ     123    bytes  pid=146207
[03:57:53.573461] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.573638] NRF   WRITE    196    bytes  pid=146207
[03:57:53.573745] NRF   WRITE    112    bytes  pid=146207
[03:57:53.573805] NRF   WRITE    63     bytes  pid=146207
[03:57:53.574008] NRF   WRITE    8      bytes  pid=146207
[03:57:53.574036] NRF   WRITE    626    bytes  pid=146207
[03:57:53.574041] NRF   READ     8      bytes  pid=146207
[03:57:53.574429] NRF   READ     4      bytes  pid=146207
[03:57:53.574443] NRF   READ     2418   bytes  pid=146207
[03:57:53.575578] NRF   WRITE    17     bytes  pid=146207
[03:57:53.576031] NRF   READ     1302   bytes  pid=146207
[03:57:53.576123] NRF   WRITE    291    bytes  pid=146207
[03:57:53.576528] NRF   READ     9      bytes  pid=146207
[03:57:53.579148] NRF   WRITE    112    bytes  pid=146207
[03:57:53.579339] NRF   WRITE    63     bytes  pid=146207
[03:57:53.579438] NRF   WRITE    8      bytes  pid=146207
[03:57:53.579473] NRF   READ     8      bytes  pid=146207
[03:57:53.579499] NRF   WRITE    626    bytes  pid=146207
[03:57:53.579934] NRF   READ     9      bytes  pid=146207
[03:57:53.579959] NRF   READ     658    bytes  pid=146207
[03:57:53.580137] NRF   READ     1237   bytes  pid=146207
[03:57:53.580404] NRF   WRITE    84     bytes  pid=146207
[03:57:53.580477] NRF   API      NFDiscovery               pid=146207 tid=146511
[03:57:53.580718] NRF   WRITE    698    bytes  pid=146207
[03:57:53.583848] NRF   READ     4      bytes  pid=146207
[03:57:53.583860] NRF   READ     2007   bytes  pid=146207
[03:57:53.584785] NRF   WRITE    368    bytes  pid=146207
[03:57:53.585424] NRF   WRITE    17     bytes  pid=146207
[03:57:53.585611] NRF   WRITE    8      bytes  pid=146207
[03:57:53.585630] NRF   WRITE    1734   bytes  pid=146207
[03:57:53.585640] NRF   READ     8      bytes  pid=146207
[03:57:53.586050] NRF   READ     9      bytes  pid=146207
[03:57:53.586059] NRF   READ     12     bytes  pid=146207
[03:57:53.586165] NRF   WRITE    85     bytes  pid=146207
[03:57:53.586172] NRF   READ     9      bytes  pid=146207
[03:57:53.586201] NRF   READ     129    bytes  pid=146207
[03:57:53.586323] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.586713] NRF   WRITE    196    bytes  pid=146207
[03:57:53.587109] NRF   READ     4      bytes  pid=146207
[03:57:53.587123] NRF   READ     2418   bytes  pid=146207
[03:57:53.588237] NRF   READ     1302   bytes  pid=146207
[03:57:53.588322] NRF   WRITE    291    bytes  pid=146207
[03:57:53.588473] NRF   WRITE    157    bytes  pid=146207
[03:57:53.588882] NRF   READ     4      bytes  pid=146207
[03:57:53.588895] NRF   READ     2007   bytes  pid=146207
[03:57:53.591943] NRF   WRITE    112    bytes  pid=146207
[03:57:53.592386] NRF   WRITE    17     bytes  pid=146207
[03:57:53.592561] NRF   WRITE    8      bytes  pid=146207
[03:57:53.592576] NRF   READ     8      bytes  pid=146207
[03:57:53.592608] NRF   WRITE    640    bytes  pid=146207
[03:57:53.593671] NRF   WRITE    17     bytes  pid=146207
[03:57:53.599225] NRF   ACCEPT   ← 10.100.200.6:45866      pid=146207  fd=53
[03:57:53.599366] NRF   READ     342    bytes  pid=146207
[03:57:53.599603] NRF   WRITE    39     bytes  pid=146207
[03:57:53.599881] NRF   WRITE    85     bytes  pid=146207
[03:57:53.599930] NRF   WRITE    22     bytes  pid=146207
[03:57:53.599950] NRF   READ     9      bytes  pid=146207
[03:57:53.600082] NRF   API      AccessToken               pid=146207 tid=146509
[03:57:53.600478] NRF   WRITE    196    bytes  pid=146207
[03:57:53.600876] NRF   READ     4      bytes  pid=146207
[03:57:53.600885] NRF   READ     2007   bytes  pid=146207
[03:57:53.601833] NRF   READ     1302   bytes  pid=146207
[03:57:53.601915] NRF   WRITE    291    bytes  pid=146207
[03:57:53.601970] NRF   WRITE    157    bytes  pid=146207
[03:57:53.602701] NRF   READ     4      bytes  pid=146207
[03:57:53.602716] NRF   READ     2464   bytes  pid=146207
[03:57:53.607724] NRF   WRITE    112    bytes  pid=146207
[03:57:53.608120] NRF   WRITE    63     bytes  pid=146207
[03:57:53.608428] NRF   WRITE    8      bytes  pid=146207
[03:57:53.608462] NRF   WRITE    651    bytes  pid=146207
[03:57:53.608652] NRF   READ     8      bytes  pid=146207
[03:57:53.609910] NRF   WRITE    17     bytes  pid=146207
[03:57:53.614550] NRF   ACCEPT   ← 10.100.200.11:57610     pid=146207  fd=54
[03:57:53.614864] NRF   READ     328    bytes  pid=146207
[03:57:53.615179] NRF   WRITE    8      bytes  pid=146207
[03:57:53.615212] NRF   WRITE    39     bytes  pid=146207
[03:57:53.615236] NRF   READ     8      bytes  pid=146207
[03:57:53.615448] NRF   WRITE    85     bytes  pid=146207
[03:57:53.615613] NRF   READ     9      bytes  pid=146207
[03:57:53.615657] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.615682] NRF   WRITE    22     bytes  pid=146207
[03:57:53.615902] NRF   WRITE    196    bytes  pid=146207
[03:57:53.616317] NRF   READ     4      bytes  pid=146207
[03:57:53.616324] NRF   READ     2464   bytes  pid=146207
[03:57:53.617459] NRF   READ     1302   bytes  pid=146207
[03:57:53.617557] NRF   WRITE    291    bytes  pid=146207
[03:57:53.617629] NRF   WRITE    157    bytes  pid=146207
[03:57:53.620066] NRF   READ     4      bytes  pid=146207
[03:57:53.620074] NRF   READ     730    bytes  pid=146207
[03:57:53.623310] NRF   WRITE    112    bytes  pid=146207
[03:57:53.623390] NRF   WRITE    62     bytes  pid=146207
[03:57:53.623529] NRF   WRITE    8      bytes  pid=146207
[03:57:53.623540] NRF   READ     8      bytes  pid=146207
[03:57:53.623556] NRF   WRITE    621    bytes  pid=146207
[03:57:53.624629] NRF   WRITE    17     bytes  pid=146207
[03:57:53.624691] NRF   WRITE    8      bytes  pid=146207
[03:57:53.624704] NRF   READ     8      bytes  pid=146207
[03:57:53.629780] NRF   ACCEPT   ← 10.100.200.6:45878      pid=146207  fd=55
[03:57:53.629938] NRF   WRITE    8      bytes  pid=146207
[03:57:53.629972] NRF   READ     8      bytes  pid=146207
[03:57:53.630377] NRF   READ     329    bytes  pid=146207
[03:57:53.630555] NRF   WRITE    39     bytes  pid=146207
[03:57:53.630630] NRF   WRITE    85     bytes  pid=146207
[03:57:53.630683] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.630820] NRF   WRITE    196    bytes  pid=146207
[03:57:53.630980] NRF   WRITE    8      bytes  pid=146207
[03:57:53.631015] NRF   READ     8      bytes  pid=146207
[03:57:53.631061] NRF   WRITE    22     bytes  pid=146207
[03:57:53.631301] NRF   READ     9      bytes  pid=146207
[03:57:53.631755] NRF   READ     4      bytes  pid=146207
[03:57:53.631787] NRF   READ     2007   bytes  pid=146207
[03:57:53.632707] NRF   READ     1302   bytes  pid=146207
[03:57:53.632869] NRF   WRITE    291    bytes  pid=146207
[03:57:53.632964] NRF   WRITE    157    bytes  pid=146207
[03:57:53.633567] NRF   READ     4      bytes  pid=146207
[03:57:53.633613] NRF   READ     1951   bytes  pid=146207
[03:57:53.637334] NRF   WRITE    112    bytes  pid=146207
[03:57:53.637462] NRF   WRITE    63     bytes  pid=146207
[03:57:53.637603] NRF   WRITE    8      bytes  pid=146207
[03:57:53.637637] NRF   READ     8      bytes  pid=146207
[03:57:53.637695] NRF   WRITE    623    bytes  pid=146207
[03:57:53.638996] NRF   WRITE    17     bytes  pid=146207
[03:57:53.645130] NRF   ACCEPT   ← 10.100.200.6:45890      pid=146207  fd=56
[03:57:53.645281] NRF   READ     344    bytes  pid=146207
[03:57:53.645377] NRF   WRITE    8      bytes  pid=146207
[03:57:53.645420] NRF   READ     8      bytes  pid=146207
[03:57:53.645476] NRF   WRITE    39     bytes  pid=146207
[03:57:53.645580] NRF   WRITE    22     bytes  pid=146207
[03:57:53.645722] NRF   WRITE    85     bytes  pid=146207
[03:57:53.645891] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.646049] NRF   WRITE    196    bytes  pid=146207
[03:57:53.646712] NRF   READ     4      bytes  pid=146207
[03:57:53.646746] NRF   READ     2007   bytes  pid=146207
[03:57:53.647608] NRF   READ     1302   bytes  pid=146207
[03:57:53.647706] NRF   WRITE    291    bytes  pid=146207
[03:57:53.648053] NRF   WRITE    157    bytes  pid=146207
[03:57:53.648418] NRF   READ     4      bytes  pid=146207
[03:57:53.648439] NRF   READ     102    bytes  pid=146207
[03:57:53.648483] NRF   WRITE    99     bytes  pid=146207
[03:57:53.648529] NRF   WRITE    103    bytes  pid=146207
[03:57:53.648568] NRF   WRITE    112    bytes  pid=146207
[03:57:53.648626] NRF   WRITE    62     bytes  pid=146207
[03:57:53.648693] NRF   WRITE    8      bytes  pid=146207
[03:57:53.648720] NRF   READ     8      bytes  pid=146207
[03:57:53.648754] NRF   WRITE    35     bytes  pid=146207
[03:57:53.649153] NRF   READ     9      bytes  pid=146207
[03:57:53.649473] NRF   READ     9      bytes  pid=146207
[03:57:53.649499] NRF   READ     15     bytes  pid=146207
[03:57:53.649562] NRF   READ     9      bytes  pid=146207
[03:57:53.649621] NRF   WRITE    85     bytes  pid=146207
[03:57:53.649662] NRF   READ     122    bytes  pid=146207
[03:57:53.649740] NRF   API      AccessToken               pid=146207 tid=3658330
[03:57:53.649900] NRF   WRITE    196    bytes  pid=146207
[03:57:53.650458] NRF   READ     4      bytes  pid=146207
[03:57:53.650475] NRF   READ     2007   bytes  pid=146207
[03:57:53.651360] NRF   READ     1302   bytes  pid=146207
[03:57:53.651471] NRF   WRITE    291    bytes  pid=146207
[03:57:53.651621] NRF   WRITE    157    bytes  pid=146207
[03:57:53.652035] NRF   READ     4      bytes  pid=146207
[03:57:53.652041] NRF   READ     1951   bytes  pid=146207
[03:57:53.655507] NRF   WRITE    112    bytes  pid=146207
[03:57:53.655662] NRF   WRITE    17     bytes  pid=146207
[03:57:53.655848] NRF   WRITE    8      bytes  pid=146207
[03:57:53.655925] NRF   READ     8      bytes  pid=146207
[03:57:53.655947] NRF   WRITE    623    bytes  pid=146207
[03:57:53.657332] NRF   WRITE    17     bytes  pid=146207
[03:57:53.658919] NRF   ACCEPT   ← 10.100.200.9:38782      pid=146207  fd=57
[03:57:53.659049] NRF   READ     70     bytes  pid=146207
[03:57:53.659189] NRF   WRITE    8      bytes  pid=146207
[03:57:53.659219] NRF   READ     8      bytes  pid=146207
[03:57:53.659262] NRF   WRITE    39     bytes  pid=146207
[03:57:53.659262] NRF   READ     9      bytes  pid=146207
[03:57:53.659265] NRF   READ     119    bytes  pid=146207
[03:57:53.659402] NRF   WRITE    22     bytes  pid=146207
[03:57:53.659447] NRF   READ     9      bytes  pid=146207
[03:57:53.659469] NRF   READ     121    bytes  pid=146207
[03:57:53.659489] NRF   WRITE    85     bytes  pid=146207
[03:57:53.659523] NRF   READ     9      bytes  pid=146207
[03:57:53.659577] NRF   API      AccessToken               pid=146207 tid=146509
[03:57:53.659783] NRF   WRITE    196    bytes  pid=146207
[03:57:53.660202] NRF   READ     4      bytes  pid=146207
[03:57:53.660212] NRF   READ     1951   bytes  pid=146207
[03:57:53.661066] NRF   READ     1302   bytes  pid=146207
[03:57:53.661152] NRF   WRITE    291    bytes  pid=146207
[03:57:53.661212] NRF   WRITE    157    bytes  pid=146207
[03:57:53.661645] NRF   READ     4      bytes  pid=146207
[03:57:53.661660] NRF   READ     730    bytes  pid=146207
[03:57:53.665044] NRF   WRITE    112    bytes  pid=146207
[03:57:53.665446] NRF   WRITE    62     bytes  pid=146207
[03:57:53.665522] NRF   WRITE    8      bytes  pid=146207
[03:57:53.665543] NRF   WRITE    621    bytes  pid=146207
[03:57:53.665546] NRF   READ     8      bytes  pid=146207
[03:57:53.666681] NRF   WRITE    17     bytes  pid=146207
[03:57:53.670535] NRF   ACCEPT   ← 10.100.200.6:45898      pid=146207  fd=58
[03:57:53.670773] NRF   READ     70     bytes  pid=146207
[03:57:53.670895] NRF   WRITE    8      bytes  pid=146207
[03:57:53.670931] NRF   WRITE    39     bytes  pid=146207
[03:57:53.671073] NRF   READ     8      bytes  pid=146207
[03:57:53.671122] NRF   WRITE    22     bytes  pid=146207
[03:57:53.671227] NRF   READ     9      bytes  pid=146207
[03:57:53.671237] NRF   READ     119    bytes  pid=146207
[03:57:53.671350] NRF   WRITE    85     bytes  pid=146207
[03:57:53.671421] NRF   READ     9      bytes  pid=146207
[03:57:53.671427] NRF   READ     123    bytes  pid=146207
[03:57:53.671464] NRF   READ     9      bytes  pid=146207
[03:57:53.671519] NRF   API      AccessToken               pid=146207 tid=146207
[03:57:53.671664] NRF   WRITE    196    bytes  pid=146207
[03:57:53.672129] NRF   READ     4      bytes  pid=146207
[03:57:53.672161] NRF   READ     2007   bytes  pid=146207
[03:57:53.672934] NRF   READ     1302   bytes  pid=146207
[03:57:53.673039] NRF   WRITE    291    bytes  pid=146207
[03:57:53.675154] NRF   WRITE    112    bytes  pid=146207
[03:57:53.675232] NRF   WRITE    63     bytes  pid=146207
[03:57:53.675480] NRF   WRITE    8      bytes  pid=146207
[03:57:53.675535] NRF   READ     8      bytes  pid=146207
[03:57:53.675575] NRF   WRITE    626    bytes  pid=146207
[03:57:53.676012] NRF   READ     9      bytes  pid=146207
[03:57:53.676039] NRF   READ     517    bytes  pid=146207
[03:57:53.676145] NRF   READ     1237   bytes  pid=146207
[03:57:53.676371] NRF   WRITE    84     bytes  pid=146207
[03:57:53.676403] NRF   API      NFDiscovery               pid=146207 tid=146509
[03:57:53.676563] NRF   WRITE    236    bytes  pid=146207
[03:57:53.677209] NRF   READ     4      bytes  pid=146207
[03:57:53.677238] NRF   READ     1951   bytes  pid=146207
[03:57:53.678210] NRF   WRITE    166    bytes  pid=146207
[03:57:53.678260] NRF   WRITE    17     bytes  pid=146207
[03:57:53.678720] NRF   WRITE    8      bytes  pid=146207
[03:57:53.678745] NRF   READ     8      bytes  pid=146207
[03:57:53.678746] NRF   WRITE    1688   bytes  pid=146207
[03:57:53.679791] NRF   READ     9      bytes  pid=146207
[03:57:53.679810] NRF   READ     12     bytes  pid=146207
[03:57:53.679871] NRF   READ     9      bytes  pid=146207
[03:57:53.679899] NRF   READ     122    bytes  pid=146207
[03:57:53.679950] NRF   WRITE    85     bytes  pid=146207
[03:57:53.679983] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.680222] NRF   WRITE    196    bytes  pid=146207
[03:57:53.680606] NRF   READ     4      bytes  pid=146207
[03:57:53.680610] NRF   READ     2007   bytes  pid=146207
[03:57:53.681243] NRF   READ     1302   bytes  pid=146207
[03:57:53.681342] NRF   WRITE    291    bytes  pid=146207
[03:57:53.681652] NRF   WRITE    157    bytes  pid=146207
[03:57:53.682257] NRF   READ     4      bytes  pid=146207
[03:57:53.682316] NRF   READ     1951   bytes  pid=146207
[03:57:53.685504] NRF   WRITE    112    bytes  pid=146207
[03:57:53.685775] NRF   WRITE    17     bytes  pid=146207
[03:57:53.686008] NRF   WRITE    8      bytes  pid=146207
[03:57:53.686038] NRF   READ     8      bytes  pid=146207
[03:57:53.686068] NRF   WRITE    623    bytes  pid=146207
[03:57:53.687231] NRF   WRITE    17     bytes  pid=146207
[03:57:53.688617] NRF   ACCEPT   ← 10.100.200.9:38784      pid=146207  fd=7
[03:57:53.688952] NRF   READ     70     bytes  pid=146207
[03:57:53.689062] NRF   WRITE    39     bytes  pid=146207
[03:57:53.689103] NRF   WRITE    22     bytes  pid=146207
[03:57:53.689436] NRF   READ     9      bytes  pid=146207
[03:57:53.689480] NRF   READ     9      bytes  pid=146207
[03:57:53.689485] NRF   READ     122    bytes  pid=146207
[03:57:53.689571] NRF   WRITE    85     bytes  pid=146207
[03:57:53.689658] NRF   READ     9      bytes  pid=146207
[03:57:53.689699] NRF   READ     121    bytes  pid=146207
[03:57:53.689771] NRF   API      AccessToken               pid=146207 tid=146510
[03:57:53.690033] NRF   WRITE    196    bytes  pid=146207
[03:57:53.690373] NRF   READ     4      bytes  pid=146207
[03:57:53.690380] NRF   READ     1951   bytes  pid=146207
[03:57:53.691213] NRF   READ     1302   bytes  pid=146207
[03:57:53.691294] NRF   WRITE    291    bytes  pid=146207
[03:57:53.691444] NRF   WRITE    157    bytes  pid=146207
[03:57:53.691869] NRF   READ     4      bytes  pid=146207
[03:57:53.691875] NRF   READ     730    bytes  pid=146207
